"","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","videoId","textDisplay","textOriginal","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"470","Michael","https://yt3.ggpht.com/a/AGF-l7_2leultymNNFhIYQmaWDHpCoEBfy2wykuw4Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCShSBU_UHANTibzv_DibKXw","UCShSBU_UHANTibzv_DibKXw","bsWWHo4KDHE","i plan to use what i learn here for evil","i plan to use what i learn here for evil","TRUE","none","336","2014-06-19T18:09:54.000Z","2014-06-19T18:09:54.000Z","UggVo6NHvGGXnHgCoAEC",NA,NA
"471","Bibek Gautam","https://yt3.ggpht.com/a/AGF-l7_Q-9v6KKwIhc4dMpVG2vLgI84HoRSObsVcQg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCQkzyKEiVbBzArmMrtot2KA","UCQkzyKEiVbBzArmMrtot2KA","bsWWHo4KDHE","when he said &quot;add them and between them&quot; it sounded like he was uttered something in latin.","when he said ""add them and between them"" it sounded like he was uttered something in latin.","TRUE","none","0","2014-06-16T05:09:24.000Z","2014-06-16T05:09:24.000Z","Ugi25IWBqzkN43gCoAEC",NA,NA
"472","Fazrul Rahman","https://yt3.ggpht.com/a/AGF-l7_h2ZpTJRdq-29ztLawa8bc3Ky8RYTHBHjiFw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCRnvmfgDaI2Lvi0EY8XZ2Ag","UCRnvmfgDaI2Lvi0EY8XZ2Ag","bsWWHo4KDHE","v.good tutorial..but wasting too much of time..time killer","v.good tutorial..but wasting too much of time..time killer","TRUE","none","0","2014-06-12T15:13:20.000Z","2014-06-12T15:13:20.000Z","UgiDfUile_xLaHgCoAEC",NA,NA
"473","Sid Lawrence","https://yt3.ggpht.com/a/AGF-l79jodCqniH6j35TbffHQHjASpoMAoTotPt-jQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCnHGM9-Qcza9K_3TqwGtz9g","UCnHGM9-Qcza9K_3TqwGtz9g","bsWWHo4KDHE","Please can someone tell me what compiler is he using i want to download it","Please can someone tell me what compiler is he using i want to download it","TRUE","none","0","2014-06-08T06:38:34.000Z","2014-06-08T06:38:34.000Z","UggvSAYPkbE-sXgCoAEC",NA,NA
"474","Derek Root","https://yt3.ggpht.com/a/AGF-l7_TAnoEAk8cH_awHEsIKEIfOXOfSwIkGV7sqw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCI1W2UUwJKlQ0e2TGqc8p2A","UCI1W2UUwJKlQ0e2TGqc8p2A","bsWWHo4KDHE","The point of this Video is that C++ is a &quot;Procedural Programming Language&quot;. That means that it processes the memory stack from top to bottom and will not reference variables or functions declared in a lower stack until it reaches it or you do what Bucky did which is announce it. Not all programming languages are like this. =)","The point of this Video is that C++ is a ""Procedural Programming Language"". That means that it processes the memory stack from top to bottom and will not reference variables or functions declared in a lower stack until it reaches it or you do what Bucky did which is announce it. Not all programming languages are like this. =)","TRUE","none","0","2014-05-10T01:13:24.000Z","2014-05-10T01:13:24.000Z","UgitfkvBNJoKfHgCoAEC",NA,NA
"475","Jay Kapoor","https://yt3.ggpht.com/a/AGF-l7_MZcrp95o5bfFskCTy9Df2lgSn_oNCaNcpNQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC4AZZGB_9t3MZp3kyH0Pemw","UC4AZZGB_9t3MZp3kyH0Pemw","bsWWHo4KDHE","I wanna makes games when I grow up. Does this help. I hope it does.","I wanna makes games when I grow up. Does this help. I hope it does.","TRUE","none","2","2014-04-14T08:06:54.000Z","2014-04-14T08:06:54.000Z","UgiaLKUvEdiHf3gCoAEC",NA,NA
"476","ViaVanille","https://yt3.ggpht.com/a/AGF-l7_ts5m3mx-S45Yg_1pPtg9j8n6kmaZEJoOKNQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCRqUtpI5Fk8OkvYVELv07MQ","UCRqUtpI5Fk8OkvYVELv07MQ","bsWWHo4KDHE","I totally love you!! Thank you so much for these very helpful tutorials. Im trying to make an RPG game and this is really helping 8D","I totally love you!! Thank you so much for these very helpful tutorials. Im trying to make an RPG game and this is really helping 8D","TRUE","none","0","2014-04-10T03:25:30.000Z","2014-04-10T03:25:30.000Z","UgiHYc0Il9sPeXgCoAEC",NA,NA
"477","MrTellitToYa","https://yt3.ggpht.com/a/AGF-l7-4Y9mt6jHhNBSCH83EI1IsEyVPCGYHGmZrCQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCZ01MP1PtyBQpLOXrbZhgAA","UCZ01MP1PtyBQpLOXrbZhgAA","bsWWHo4KDHE","Does anyone know how to refresh the program after each user input? I don&#39;t want the program to be stacked with prompt upon prompt, like this:<br /><br />What Is Your Favorite Number?<br />7<br />What Is Your Second Favorite Number?<br />5<br /><br />Can anyone help me?","Does anyone know how to refresh the program after each user input? I don't want the program to be stacked with prompt upon prompt, like this:

What Is Your Favorite Number?
7
What Is Your Second Favorite Number?
5

Can anyone help me?","TRUE","none","1","2014-04-08T23:49:17.000Z","2014-04-08T23:49:17.000Z","UggTkFZYme7TQXgCoAEC",NA,NA
"478","Alexander Holman","https://yt3.ggpht.com/a/AGF-l78Km-MGUl0w7-6aVsLLZiBj-XcLkykcwBeLhQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC-8hg_9JFq0b6s4Zwgq3Bhg","UC-8hg_9JFq0b6s4Zwgq3Bhg","bsWWHo4KDHE","You&#39;re great. I mean, I take C++ (I&#39;m an engineering student) and I wish my prof was nearly as good as you at explaining.","You're great. I mean, I take C++ (I'm an engineering student) and I wish my prof was nearly as good as you at explaining.","TRUE","none","0","2014-04-02T21:43:39.000Z","2014-04-02T21:43:39.000Z","UgjkHy7cH1tazngCoAEC",NA,NA
"479","Ashish Barnawal","https://yt3.ggpht.com/a/AGF-l78vPG2z1gCCZpvXQQ1Kk8VvpPBVhXiZ9dKpVA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCAGhLO8jZ9dLcUwbsSpoGBg","UCAGhLO8jZ9dLcUwbsSpoGBg","bsWWHo4KDHE","sjhdbfjshdgf;<br />don&#39;t forget the semi-colon","sjhdbfjshdgf;
don't forget the semi-colon","TRUE","none","0","2014-04-02T15:44:59.000Z","2014-04-02T15:44:59.000Z","Ugg9ZoFw8ijpdHgCoAEC",NA,NA
"480","Casey Sutton","https://yt3.ggpht.com/a/AGF-l7-94f5yHfSEAF6BytjF2S0rcGomAW45WswY-g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCNgplQxJ_hgr2KHFq8orRKQ","UCNgplQxJ_hgr2KHFq8orRKQ","bsWWHo4KDHE","i have been looking for some one to explain functions better for ever i have been through two books and like twelve videos there all idiots this is the first one that got ty","i have been looking for some one to explain functions better for ever i have been through two books and like twelve videos there all idiots this is the first one that got ty","TRUE","none","0","2014-03-30T07:35:30.000Z","2014-03-30T07:35:30.000Z","UggaXvqiYP5yZHgCoAEC",NA,NA
"481","Sara Ahmad","https://yt3.ggpht.com/a/AGF-l79y6iFfhQBsz3zhqQPB5R3wgvzyhvZNnitYhw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCuwiGSCb1jUeXA7EXqmZv7A","UCuwiGSCb1jUeXA7EXqmZv7A","bsWWHo4KDHE","Bucky you are the best!!!!","Bucky you are the best!!!!","TRUE","none","1","2014-03-23T04:31:26.000Z","2014-03-23T04:31:26.000Z","UghjNk7ivm8bwXgCoAEC",NA,NA
"482","Pedro Soeiro Pittbullraven","https://yt3.ggpht.com/a/AGF-l79fhT1LstOAdYnXhpMIiMet9mFsDN8paamkXw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC6mJlrS-OvoziADYrenG0gQ","UC6mJlrS-OvoziADYrenG0gQ","bsWWHo4KDHE","I like your videos. Hope that some day we get the real stuff. GUI and so on. Keep up the good work.","I like your videos. Hope that some day we get the real stuff. GUI and so on. Keep up the good work.","TRUE","none","0","2014-03-20T21:14:25.000Z","2014-03-20T21:14:25.000Z","UgiRm0Ns1ajz23gCoAEC",NA,NA
"483","Vivek Singh","https://yt3.ggpht.com/a/AGF-l7-u8VUqjnK3oG2r7uQ1OekxqEF6OVTJs9838g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCnb3cvPWeiLVDpvVHkCNqyg","UCnb3cvPWeiLVDpvVHkCNqyg","bsWWHo4KDHE","You fucking saved me Bucky, thanks!!!!","You fucking saved me Bucky, thanks!!!!","TRUE","none","0","2014-03-11T07:50:00.000Z","2014-03-11T07:50:00.000Z","Ugh4kOeAqE9FuXgCoAEC",NA,NA
"484","prateek gurjar","https://yt3.ggpht.com/a/AGF-l79tfboQ4qR3v9w0SmAEOuyPweqK_YhSfHMDdg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCr6m-KSKZTG8l4uWxghFxZQ","UCr6m-KSKZTG8l4uWxghFxZQ","bsWWHo4KDHE","if (You enjoy tutorial)<br />{<br />Subscribe<br />}<br />else<br />{<br />sunscribe<br />}","if (You enjoy tutorial)
{
Subscribe
}
else
{
sunscribe
}","TRUE","none","1","2014-03-10T14:55:57.000Z","2014-03-10T14:55:57.000Z","UggBDf97e-TkMXgCoAEC",NA,NA
"485","reywan gamer","https://yt3.ggpht.com/a/AGF-l7-qOh6M0Fw7Q7D9fGBjndiYOdO640wfeMikpA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC611G2ZX4Thv4ICYXxVqWlQ","UC611G2ZX4Thv4ICYXxVqWlQ","bsWWHo4KDHE","Bucky... you&#39;re fucking awesome dude !","Bucky... you're fucking awesome dude !","TRUE","none","4","2014-03-05T22:08:27.000Z","2014-03-05T22:08:27.000Z","UghaNSmjaB6mW3gCoAEC",NA,NA
"486","k2datrack","https://yt3.ggpht.com/a/AGF-l7_t2d4-wLpntrB3QKT28uDtJPysRd0ai25fhA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UClH-0tzX5O2cBfnT3jb6kmw","UClH-0tzX5O2cBfnT3jb6kmw","bsWWHo4KDHE","Best explanation in c++ I&#39;ve ever gotten. subscribed!","Best explanation in c++ I've ever gotten. subscribed!","TRUE","none","138","2014-02-27T02:28:51.000Z","2014-02-27T02:28:51.000Z","UgjGuyYgbkb8O3gCoAEC",NA,NA
"487","ReiReiGames","https://yt3.ggpht.com/a/AGF-l79DP_9J5UBTIlKN9_HERKocBxpgvFMKH0gxBA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCXa4qZroRafoq79WarN_WQQ","UCXa4qZroRafoq79WarN_WQQ","bsWWHo4KDHE","cout &lt;&lt; &quot;oooo i am text ont he screen&quot; &lt;&lt; endl;<br /><br />This is a very feminine function we have here.<br />- Bucky","cout << ""oooo i am text ont he screen"" << endl;

This is a very feminine function we have here.
- Bucky","TRUE","none","146","2014-02-26T21:14:54.000Z","2014-02-26T21:14:54.000Z","UgiM5hBZRlzYdHgCoAEC",NA,NA
"488","Vlad Gnatenko","https://yt3.ggpht.com/a/AGF-l79YbrBqwtU6NmELkqDjA8flDJMmChGn-BxaGA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCPOTLbiYTmCGuAMGKuoo-MA","UCPOTLbiYTmCGuAMGKuoo-MA","bsWWHo4KDHE","Thanks!","Thanks!","TRUE","none","0","2014-02-21T00:12:12.000Z","2014-02-21T00:12:12.000Z","UgiQS2DNfdHiEngCoAEC",NA,NA
"489","Sherif Negm","https://yt3.ggpht.com/a/AGF-l7_SiR4AoaP-XNTU4XZ86R0rKUPq-YRhCHNaFA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC1O2SassOR_zKtePzFAZgFw","UC1O2SassOR_zKtePzFAZgFw","bsWWHo4KDHE","you are the best thanks lottttttttttttttttt thanks i will donate to ur website ","you are the best thanks lottttttttttttttttt thanks i will donate to ur website ","TRUE","none","0","2014-02-07T13:37:34.000Z","2014-02-07T13:37:34.000Z","Uggb8Ug8UCDD7HgCoAEC",NA,NA
"490","Alex A","https://yt3.ggpht.com/a/AGF-l7998QsHpK3hvCwG_SjI-eVs74FJzz2qCeS20Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCnUgCzULbfabT3Euya9w6Zw","UCnUgCzULbfabT3Euya9w6Zw","bsWWHo4KDHE","should state also that if you have your functions at the top with no prototyping it is ideal that functions that call to other functions should be ordered correctly.","should state also that if you have your functions at the top with no prototyping it is ideal that functions that call to other functions should be ordered correctly.","TRUE","none","1","2014-02-05T11:54:32.000Z","2014-02-05T11:54:32.000Z","UgiVp_xYxiFgcXgCoAEC",NA,NA
"491","jowey osaka","https://yt3.ggpht.com/a/AGF-l7_X83NdEZit-U-0Kvg2LJf5wBBBlYtlYSAdCA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCDQhtMuxj-21T6B5lR3dY7w","UCDQhtMuxj-21T6B5lR3dY7w","bsWWHo4KDHE","I have learn a lot from your videos man! Thanks a lot","I have learn a lot from your videos man! Thanks a lot","TRUE","none","0","2014-01-30T15:25:53.000Z","2014-01-30T15:25:53.000Z","Ugi9i5649q8X7ngCoAEC",NA,NA
"492","Dave F","https://yt3.ggpht.com/a/AGF-l7-Zh1I4LFiFIj3icom43N98psTqzU-8Hqq6gQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC-R5uKMdHqus2PWNLjiSK8g","UC-R5uKMdHqus2PWNLjiSK8g","bsWWHo4KDHE","The United States schooling system is extremely flawed. I&#39;ve been taking a high school class in C++ for months now, and learned next to nothing. Good teacher too. Watched these videos, and in a couple of weeks learned everything... so helpful.<br /><br />The problem is that they incorporate binary/octal etc. code, recursive functions, bit flicking, and all that unnecessary crap into our curriculum.","The United States schooling system is extremely flawed. I've been taking a high school class in C++ for months now, and learned next to nothing. Good teacher too. Watched these videos, and in a couple of weeks learned everything... so helpful.

The problem is that they incorporate binary/octal etc. code, recursive functions, bit flicking, and all that unnecessary crap into our curriculum.","TRUE","none","0","2014-01-15T01:17:10.000Z","2014-01-15T01:17:10.000Z","UghYjJYaCPbh5XgCoAEC",NA,NA
"493","jad ghali","https://yt3.ggpht.com/a/AGF-l7_DVyGzK7CyllvIcgokpc0Ugc3GZvPEO-yjhA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCvKmffbzA6LecK0U5f8EjPQ","UCvKmffbzA6LecK0U5f8EjPQ","bsWWHo4KDHE","@tubeworm339  thanx for explaning :D i get it","@tubeworm339  thanx for explaning :D i get it","TRUE","none","0","2014-01-08T10:33:47.000Z","2014-01-08T10:33:47.000Z","UggVpktkDA-eMXgCoAEC",NA,NA
"494","tubeworm339","https://yt3.ggpht.com/a/AGF-l7_t2mBQQ7REicj1Q9EzoId92Qk_4emN-RhO=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCqrUlfq78MqsOOqAwkm0jAQ","UCqrUlfq78MqsOOqAwkm0jAQ","bsWWHo4KDHE","@jad ghali void is used with a function to tell the function that it can return any value it wants, whether it is an integer, string, etc. You may recall that in the &quot;int(main)&quot; function, it returns 0, which is an integer. It is used just the way int is used in main, except it does not need to be a integer, or number.","@jad ghali void is used with a function to tell the function that it can return any value it wants, whether it is an integer, string, etc. You may recall that in the ""int(main)"" function, it returns 0, which is an integer. It is used just the way int is used in main, except it does not need to be a integer, or number.","TRUE","none","0","2014-01-07T22:07:44.000Z","2014-01-07T22:07:44.000Z","UggegUI4vhWuI3gCoAEC",NA,NA
"495","jad ghali","https://yt3.ggpht.com/a/AGF-l7_DVyGzK7CyllvIcgokpc0Ugc3GZvPEO-yjhA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCvKmffbzA6LecK0U5f8EjPQ","UCvKmffbzA6LecK0U5f8EjPQ","bsWWHo4KDHE","please can some one explain for me what mean void because i am not good with english i am arabic :D","please can some one explain for me what mean void because i am not good with english i am arabic :D","TRUE","none","0","2014-01-07T21:05:30.000Z","2014-01-07T21:05:30.000Z","Ugi6BZdCzMDsLXgCoAEC",NA,NA
"496","basem abdullah","https://yt3.ggpht.com/a/AGF-l78qM-dgHcr0XuoYbYI_BqE_0IwEaZKA40NpOg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCi2DFbB_ZLUhbv8rJJnc4ow","UCi2DFbB_ZLUhbv8rJJnc4ow","bsWWHo4KDHE","Even it&#39;s been two years for these videos , every quiz,test,final or a problem while programming , i have to pass by your channel .. thanks a lot bucky and may god bless you with the good deeds .. ","Even it's been two years for these videos , every quiz,test,final or a problem while programming , i have to pass by your channel .. thanks a lot bucky and may god bless you with the good deeds .. ","TRUE","none","21","2014-01-07T02:36:40.000Z","2014-01-07T02:36:40.000Z","UgjfvIdLblAmVXgCoAEC",NA,NA
"497","gourav agarwal","https://yt3.ggpht.com/a/AGF-l7-JyXIAPgG5C4Z81gjXDXzPacQPc4jjtZV_ZA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCocjvQgoiIBcT_WQbyuXu3A","UCocjvQgoiIBcT_WQbyuXu3A","bsWWHo4KDHE","nic one BRO () :P ! thnx !","nic one BRO () :P ! thnx !","TRUE","none","0","2013-12-29T15:41:32.000Z","2013-12-29T15:41:32.000Z","Ugjn59xAIDCRFXgCoAEC",NA,NA
"498","Ronak Sevak","https://yt3.ggpht.com/a/AGF-l7-0hHZd3jmdYQ2C9WmfQadMG0FDOx5eTWuAxg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCgf2jPr_ceRH9hLvy_J2CNA","UCgf2jPr_ceRH9hLvy_J2CNA","bsWWHo4KDHE","I wonderrrrrrrrrrrr how AWESOMEEEEEEEEE...BUCKY no words for your tutorials.its just speechless ,awesome","I wonderrrrrrrrrrrr how AWESOMEEEEEEEEE...BUCKY no words for your tutorials.its just speechless ,awesome","TRUE","none","1","2013-12-13T12:41:16.000Z","2013-12-13T12:41:16.000Z","Ugg_a85aux2AM3gCoAEC",NA,NA
"499","Mohit Khurana","https://yt3.ggpht.com/a/AGF-l79w4TW-IOsBKN-7FxDkhaBLQToMkpO1njuyPQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC6StmzvJwmEZbr6puImMEYA","UC6StmzvJwmEZbr6puImMEYA","bsWWHo4KDHE","best ever maaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnnn","best ever maaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnnn","TRUE","none","0","2013-12-13T11:19:27.000Z","2013-12-13T11:19:27.000Z","UgiIe2cuB4bkn3gCoAEC",NA,NA
"500","Mohit Khurana","https://yt3.ggpht.com/a/AGF-l79w4TW-IOsBKN-7FxDkhaBLQToMkpO1njuyPQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC6StmzvJwmEZbr6puImMEYA","UC6StmzvJwmEZbr6puImMEYA","bsWWHo4KDHE","hi","hi","TRUE","none","1","2013-12-13T11:10:07.000Z","2013-12-13T11:10:07.000Z","Ugj1ly2h0M7xhHgCoAEC",NA,NA
"501","Nolan Perrini","https://yt3.ggpht.com/a/AGF-l7_n68516DaBSCbH_X-wk_FC_XqLPRlNUV1fEA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCqSjnlZYd9Cvxl--QRKN1Eg","UCqSjnlZYd9Cvxl--QRKN1Eg","bsWWHo4KDHE","i go to york technical college in rock hill... i happen to have John Vanassen as a professor (one of the guys that wrote C++ for bel labs back in the day).  <br /><br />he obviously knows the code inside and out... but i love how u explain everything as you go.  makes it so easy to learn everything. :)  ty for these tutorials bro","i go to york technical college in rock hill... i happen to have John Vanassen as a professor (one of the guys that wrote C++ for bel labs back in the day).  

he obviously knows the code inside and out... but i love how u explain everything as you go.  makes it so easy to learn everything. :)  ty for these tutorials bro","TRUE","none","0","2013-12-12T18:11:15.000Z","2013-12-12T18:11:15.000Z","UghyiFd6RD2m-XgCoAEC",NA,NA
"502","Spool","https://yt3.ggpht.com/a/AGF-l79l039N-wuYhYyVEzP3oEHBot9r1BH3kt5tBA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCPNARUuKu-8s3ahZLG9TVbg","UCPNARUuKu-8s3ahZLG9TVbg","bsWWHo4KDHE","When he described what you would do to make a function make a pb&amp;j sandwich i thought about how much that would truly include. Grab bread, whats bread? what does grab mean? Put peanut butter on bread. What does put mean? whats peanut butter?  lol that would be so much coding..","When he described what you would do to make a function make a pb&j sandwich i thought about how much that would truly include. Grab bread, whats bread? what does grab mean? Put peanut butter on bread. What does put mean? whats peanut butter?  lol that would be so much coding..","TRUE","none","0","2013-12-03T10:55:59.000Z","2013-12-03T10:55:59.000Z","UggXWmEk2PNQRngCoAEC",NA,NA
"503","Glampkoo","https://yt3.ggpht.com/a/AGF-l78B7A5g8dW6pWCTColJNfXJemUBGdDOFg0yUA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCPvsKlUy5oQ9J5pk56IGEFw","UCPvsKlUy5oQ9J5pk56IGEFw","bsWWHo4KDHE","I like to keep all the functions on the top.","I like to keep all the functions on the top.","TRUE","none","0","2013-12-02T22:35:28.000Z","2013-12-02T22:35:28.000Z","UgjH2YIO6-KvE3gCoAEC",NA,NA
"504","Dragon Slug","https://yt3.ggpht.com/a/AGF-l78qgXa3_9gfw_l6AKDsvMtDYdqQtE0WqiGayw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCOy1UGfuS35xvaU_F69X1_A","UCOy1UGfuS35xvaU_F69X1_A","bsWWHo4KDHE","i am also text ont he screen","i am also text ont he screen","TRUE","none","1","2013-11-22T18:27:29.000Z","2013-11-22T18:27:29.000Z","UghSfqDjHLH28ngCoAEC",NA,NA
"505","DJcinn-cinn Luna","https://yt3.ggpht.com/a/AGF-l7_RY062Ri5HQpy8dGgV_RyC_n2GOAVMEXFr4w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC9vlhdc5_76bdwhe9R4wSfg","UC9vlhdc5_76bdwhe9R4wSfg","bsWWHo4KDHE","I wish I had you as a teacher on my school :P","I wish I had you as a teacher on my school :P","TRUE","none","4","2013-11-19T13:46:38.000Z","2013-11-19T13:46:38.000Z","UgjSbWUzroW36ngCoAEC",NA,NA
"506","Samara","https://yt3.ggpht.com/a/AGF-l787IBIxiG3CA49mjA1xwtuEnVS7q7JmZ5QGzQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCMINYmq12J3dVFwi9DYeckg","UCMINYmq12J3dVFwi9DYeckg","bsWWHo4KDHE","OMG I love you! You explain this 100x better than my professor! Thanks a million","OMG I love you! You explain this 100x better than my professor! Thanks a million","TRUE","none","4","2013-11-19T01:38:06.000Z","2013-11-19T01:38:06.000Z","Ugi2CE_3wwzhi3gCoAEC",NA,NA
"507","Greg McKenzie","https://yt3.ggpht.com/a/AGF-l7-EOEvxeXesiiLhaATSl85deyPER1sC_MEuiA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCgQyilvGTejNI__wPoxP9CQ","UCgQyilvGTejNI__wPoxP9CQ","bsWWHo4KDHE","Thanks for making this make sense ","Thanks for making this make sense ","TRUE","none","1","2013-11-15T16:42:55.000Z","2013-11-15T16:42:55.000Z","Ugj3AWZlOeaoTngCoAEC",NA,NA
"508","Zharkan16","https://yt3.ggpht.com/a/AGF-l79zT8WvT3fJg-tDYthLurrk7nA3GYAQNHJpuQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCq9CzWs0jlciiRXwkaWKp0w","UCq9CzWs0jlciiRXwkaWKp0w","bsWWHo4KDHE","you&#39;re great at explaining! Thanks!","you're great at explaining! Thanks!","TRUE","none","70","2013-11-14T18:00:46.000Z","2013-11-14T18:00:46.000Z","UggakHpYKk7HGXgCoAEC",NA,NA
"509","Teiaa Teribaa","https://yt3.ggpht.com/a/AGF-l79N58FeVJ1YMJA_VD-bCbN1scD7eThjbS-l8A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCATp8yf6U8Gaooz4vWd2iFQ","UCATp8yf6U8Gaooz4vWd2iFQ","bsWWHo4KDHE","hey what u mean pls .........and for wat ????","hey what u mean pls .........and for wat ????","TRUE","none","0","2013-11-06T07:08:50.000Z","2013-11-06T07:08:50.000Z","UgxpP7bYZKAoEwESrWt4AaABAg",NA,NA
"510","LinucNerd","https://yt3.ggpht.com/a/AGF-l78isozINMCHTYncaGZ_G93YEA8B7Wm7xqEeBw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCvGm0Z0b_8_Pz_BWki1eCZw","UCvGm0Z0b_8_Pz_BWki1eCZw","bsWWHo4KDHE","I feel with you :(","I feel with you :(","TRUE","none","0","2013-11-01T19:23:51.000Z","2013-11-01T19:23:51.000Z","UgzXbB_HVNBJdsIVwFx4AaABAg",NA,NA
"511","Fraiser Smith","https://yt3.ggpht.com/a/AGF-l79YBZkNzZQV_fjrrVh2DTht1zuof_CONlouAg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCP3TapyygzFR-qzKlUoLT1Q","UCP3TapyygzFR-qzKlUoLT1Q","bsWWHo4KDHE","oooo i am text ont he screen.","oooo i am text ont he screen.","TRUE","none","0","2013-10-31T21:43:45.000Z","2013-10-31T21:43:45.000Z","UgzW_gD0WIqSP2BkXch4AaABAg",NA,NA
"512","Ibrahim O","https://yt3.ggpht.com/a/AGF-l794Peu_F3CNX911VB-oqIvmaX89wh9Z1kmWcA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCzrwEKDiJN27d8RAb1yDc4w","UCzrwEKDiJN27d8RAb1yDc4w","bsWWHo4KDHE","If I may, you are such a great generous teacher who does not keep his knowledge only for himself ,but share it with others. Thank you very much. ","If I may, you are such a great generous teacher who does not keep his knowledge only for himself ,but share it with others. Thank you very much. ","TRUE","none","0","2013-10-31T03:18:12.000Z","2013-10-31T03:18:12.000Z","Ugz6L8Jcn0O_Va63UbV4AaABAg",NA,NA
"513","Genuine Thinker","https://yt3.ggpht.com/a/AGF-l78c7ipHP09k7HRgv4WJlK9edhvOfwhGTA--3A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCXjsXyKWPnIh--QCIQ2cVxg","UCXjsXyKWPnIh--QCIQ2cVxg","bsWWHo4KDHE","This is my first time watching your tutorial video. What I can tell is you have the blood of an educator. You make concepts that cause headaches appear so simple. Keep it up!","This is my first time watching your tutorial video. What I can tell is you have the blood of an educator. You make concepts that cause headaches appear so simple. Keep it up!","TRUE","none","0","2013-10-29T08:30:29.000Z","2013-10-29T08:30:29.000Z","UgyfJ17tAe81zA_JUNp4AaABAg",NA,NA
"514","arceus927","https://yt3.ggpht.com/a/AGF-l7-30-bhswkZ5hl8lsL2HbcSIWZ9c3pRbIccrg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCovJS8I0mW8KZ_HbxlNR__g","UCovJS8I0mW8KZ_HbxlNR__g","bsWWHo4KDHE","lua knowledge makes this easier","lua knowledge makes this easier","TRUE","none","0","2013-10-27T21:54:44.000Z","2013-10-27T21:54:44.000Z","UgyqU0mYS1w8SDUC9al4AaABAg",NA,NA
